	Nitrososphaerales	Chthonomonadales	Bacteroidetes Order II. Incertae sedis	Chroococcales	Planctomycetales	Candidatus Brocadiales	Desulfurococcales	Oscillatoriales	Nostocales	Deinococcales	Legionellales	Hydrogenophilales	Magnetococcales	Dehalococcoidales	Jiangellales	Methanomassiliicoccales	Orbales	Nitrospinales	Chromatiales	Xanthomonadales	Cardiobacteriales	Methylococcales	Oceanospirillales	Alteromonadales	Vibrionales	Aeromonadales	Pasteurellales	Spirochaetales	Mamiellales	Ardenticatenales	Bacillales	Ferrovales	Desulfurobacteriales	Chitinivibrionales	Oligoflexales	Malasseziales	Geodermatophilales	Acidothermales	Nakamurellales	Brachyspirales	Brevinematales	Leptospirales	Eggerthellales	Kosmotogales	Petrotogales	Haloferacales	Natrialbales	Fimbriimonadales	Limnochordales	Acidiferrobacterales	Cellvibrionales	Bacteroidales	Tissierellales	Blastocatellales	Mesoaciditogales	Nevskiales	Endomicrobiales	Candidatus Altiarchaeales	Fibromonadales	Chthoniobacterales	Acidaminococcales	Veillonellales	Balneolales	Chitinophagales	Chitinispirillales	Entomoplasmatales	Acholeplasmatales	Clostridiales	Lactobacillales	Thermodesulfobacteriales	Synechococcales	Spirulinales	Chroococcidiopsidales	Nanoarchaeales	Chrysiogenales	Herpetosiphonales	Thermomicrobiales	Nitrospirales	Candidatus Gastranaerophilales	Candidatus Caenarcaniphilales	Candidatus Obscuribacterales	Deferribacterales	Chlorobiales	Candidatus Methanomethyliales	Holosporales	Kiritimatiellales	Immundisolibacterales	Saprospirales	Gloeoemargaritales	Calditrichales	Parachlamydiales	Marinilabiliales	Flavobacteriales	Sphingobacteriales	Silvanigrellales	Bacteriovoracales	Dictyoglomales	Fusobacteriales	Actinomycetales	Acidobacteriales	Rhodospirillales	Rhodobacterales	Sphingomonadales	Caulobacterales	Cenarchaeales	Neisseriales	Rhodocyclales	Mycoplasmatales	Desulfurellales	Desulfovibrionales	Desulfobacterales	Syntrophobacterales	Bdellovibrionales	Coprothermobacterales	Campylobacterales	Candidatus Fermentibacterales	Methanobacteriales	Methanococcales	Fibrobacterales	Methanomicrobiales	Gemmatimonadales	Methanonatronarchaeales	Archaeoglobales	Halobacteriales	Acidithiobacillales	Thermococcales	Thermoproteales	Sulfolobales	Thermoplasmatales	Nautiliales	Thermotogales	Sedimentisphaerales	Candidatus Babeliales	Parvularculales	Lentisphaerales	Myxococcales	Anaerolineales	Gloeobacterales	Nitrosopumilales	Nitrosomonadales	Chloroflexales	Aquificales	Solibacterales	Rhizobiales	Kordiimonadales	Ktedonobacterales	Catenulisporales	Opitutales	Puniceicoccales	Desulfarculales	Haloplasmatales	Caldilineales	Verrucomicrobiales	Natranaerobiales	Saccharomycetales	Sneathiellales	Chlamydiales	Pleurocapsales	Erysipelotrichales	Halanaerobiales	Pelagibacterales	Methanocellales	Holophagales	Mariprofundales	Solirubrobacterales	Thermoleophilales	Nitriliruptorales	Kiloniellales	Actinopolysporales	Kineosporiales	Elusimicrobiales	Synergistales	Phycisphaerales	Thermoanaerobacterales	Fervidicoccales	Thermales	Methanopyrales	Caldisericales	Desulfuromonadales	Methylacidiphilales	Thiotrichales	Pseudomonadales	Salinisphaerales	Rickettsiales	Cytophagales	Thermogemmatisporales	Ignavibacteriales	Burkholderiales	Acidimicrobiales	Rubrobacterales	Coriobacteriales	Sphaerobacterales	Bifidobacteriales	Micrococcales	Corynebacteriales	Micromonosporales	Propionibacteriales	Pseudonocardiales	Streptomycetales	Streptosporangiales	Frankiales	Glycomycetales	Acidilobales	Selenomonadales	Enterobacterales	Methanosarcinales	Acidimicrobiia order incertae sedis	Acidobacteria order incertae sedis	Acidobacteria subdivision 6 order incertae sedis	Acidobacteriia order incertae sedis	Actinobacteria order [Actinomycetales/Micrococcales]	Actinobacteria order [Actinomycetales/Streptomycetales]	Actinobacteria order [Catenulisporales/Streptomycetales]	Actinobacteria order [Corynebacteriales/Micromonosporales]	Actinobacteria order [Corynebacteriales/Pseudonocardiales]	Actinobacteria order [Corynebacteriales/Streptomycetales]	Actinobacteria order incertae sedis	Alphaproteobacteria order incertae sedis	Anaerolineae order incertae sedis	Aquificae order incertae sedis	Archaea order incertae sedis	Archaeoglobi order incertae sedis	Armatimonadetes order incertae sedis	Bacilli order [Bacillales/Lactobacillales]	Bacteria order [Bacteroidales/Chlamydiales]	Bacteria order [Cytophagales/Micrococcales]	Bacteria order [Lactobacillales/Rhodospirillales]	Bacteria order [Lactobacillales/Streptomycetales]	Bacteria order [Pseudomonadales/Micrococcales]	Bacteria order [Rhizobiales/Micromonosporales]	Bacteria order incertae sedis	Bacteroidetes order [Chitinophagales/Sphingobacteriales]	Bacteroidetes order incertae sedis	Bacteroidia order incertae sedis	Betaproteobacteria order incertae sedis	Blastocatellia order incertae sedis	Candidatus Adlerbacteria order incertae sedis	Candidatus Aenigmarchaeota order incertae sedis	Candidatus Amesbacteria order incertae sedis	Candidatus Aminicenantes order incertae sedis	Candidatus Atribacteria order incertae sedis	Candidatus Azambacteria order incertae sedis	Candidatus Bathyarchaeota order incertae sedis	Candidatus Beckwithbacteria order incertae sedis	Candidatus Berkelbacteria order incertae sedis	Candidatus Bipolaricaulota order incertae sedis	Candidatus Blackburnbacteria order incertae sedis	Candidatus Campbellbacteria order incertae sedis	Candidatus Chisholmbacteria order incertae sedis	Candidatus Cloacimonetes order incertae sedis	Candidatus Collierbacteria order incertae sedis	Candidatus Colwellbacteria order incertae sedis	Candidatus Curtissbacteria order incertae sedis	Candidatus Dadabacteria order incertae sedis	Candidatus Daviesbacteria order incertae sedis	Candidatus Desantisbacteria order incertae sedis	Candidatus Diapherotrites order incertae sedis	Candidatus Doudnabacteria order incertae sedis	Candidatus Falkowbacteria order incertae sedis	Candidatus Fischerbacteria order incertae sedis	Candidatus Fraserbacteria order incertae sedis	Candidatus Giovannonibacteria order incertae sedis	Candidatus Glassbacteria order incertae sedis	Candidatus Gottesmanbacteria order incertae sedis	Candidatus Gracilibacteria order incertae sedis	Candidatus Harrisonbacteria order incertae sedis	Candidatus Heimdallarchaeota order incertae sedis	Candidatus Hydrogenedentes order incertae sedis	Candidatus Jorgensenbacteria order incertae sedis	Candidatus Kaiserbacteria order incertae sedis	Candidatus Kapabacteria order incertae sedis	Candidatus Kerfeldbacteria order incertae sedis	Candidatus Komeilibacteria order incertae sedis	Candidatus Korarchaeota order incertae sedis	Candidatus Kryptonia order incertae sedis	Candidatus Kuenenbacteria order incertae sedis	Candidatus Lambdaproteobacteria order incertae sedis	Candidatus Latescibacteria order incertae sedis	Candidatus Levybacteria order incertae sedis	Candidatus Lindowbacteria order incertae sedis	Candidatus Liptonbacteria order incertae sedis	Candidatus Lloydbacteria order incertae sedis	Candidatus Magasanikbacteria order incertae sedis	Candidatus Marinimicrobia order incertae sedis	Candidatus Melainabacteria order incertae sedis	Candidatus Micrarchaeota order incertae sedis	Candidatus Microgenomates order incertae sedis	Candidatus Moranbacteria order incertae sedis	Candidatus Muproteobacteria order incertae sedis	Candidatus Nealsonbacteria order incertae sedis	Candidatus Niyogibacteria order incertae sedis	Candidatus Nomurabacteria order incertae sedis	Candidatus Odinarchaeota order incertae sedis	Candidatus Omnitrophica order incertae sedis	Candidatus Pacebacteria order incertae sedis	Candidatus Parcubacteria order incertae sedis	Candidatus Peregrinibacteria order incertae sedis	Candidatus Peribacteria order incertae sedis	Candidatus Poribacteria order incertae sedis	Candidatus Portnoybacteria order incertae sedis	Candidatus Riflebacteria order incertae sedis	Candidatus Riflemargulisbacteria order incertae sedis	Candidatus Roizmanbacteria order incertae sedis	Candidatus Rokubacteria order incertae sedis	Candidatus Ryanbacteria order incertae sedis	Candidatus Saccharibacteria order incertae sedis	Candidatus Sericytochromatia order incertae sedis	Candidatus Shapirobacteria order incertae sedis	Candidatus Staskawiczbacteria order incertae sedis	Candidatus Sungbacteria order incertae sedis	Candidatus Taylorbacteria order incertae sedis	Candidatus Thorarchaeota order incertae sedis	Candidatus Uhrbacteria order incertae sedis	Candidatus Vogelbacteria order incertae sedis	Candidatus Wallbacteria order incertae sedis	Candidatus Wirthbacteria order incertae sedis	Candidatus Woesearchaeota order incertae sedis	Candidatus Woesebacteria order incertae sedis	Candidatus Wolfebacteria order incertae sedis	Candidatus Woykebacteria order incertae sedis	Candidatus Yanofskybacteria order incertae sedis	Candidatus Yonathbacteria order incertae sedis	Candidatus Zambryskibacteria order incertae sedis	Chitinophagia order incertae sedis	Chlamydiae order incertae sedis	Chlamydiia order incertae sedis	Chlorobi order incertae sedis	Chloroflexi order incertae sedis	Chloroflexia order incertae sedis	Clostridia order incertae sedis	Coriobacteriia order incertae sedis	Crenarchaeota order incertae sedis	Cyanobacteria order [Oscillatoriales/Synechococcales]	Cyanobacteria order incertae sedis	Cytophagia order incertae sedis	Deferribacteres order incertae sedis	Dehalococcoidia order incertae sedis	Deltaproteobacteria order incertae sedis	Elusimicrobia order incertae sedis	Epsilonproteobacteria order incertae sedis	Erysipelotrichia order incertae sedis	Euryarchaeota order [Methanomassiliicoccales/Methanomicrobiales]	Euryarchaeota order incertae sedis	Fibrobacteres order incertae sedis	Fibrobacteria order incertae sedis	Firmicutes order [Acidaminococcales/Lactobacillales]	Firmicutes order [Clostridiales/Erysipelotrichales]	Firmicutes order [Clostridiales/Lactobacillales]	Firmicutes order [Tissierellales/Clostridiales]	Firmicutes order [Veillonellales/Clostridiales]	Firmicutes order incertae sedis	Flavobacteriia order incertae sedis	Fusobacteria order incertae sedis	Gammaproteobacteria order [Pasteurellales/Pseudomonadales]	Gammaproteobacteria order incertae sedis	Gemmatimonadetes order incertae sedis	Hadesarchaea order incertae sedis	Halobacteria order [Haloferacales/Halobacteriales]	Halobacteria order incertae sedis	Ignavibacteria order incertae sedis	Ignavibacteriae order incertae sedis	Ktedonobacteria order incertae sedis	Lentisphaerae order incertae sedis	Methanomicrobia order incertae sedis	Mollicutes order incertae sedis	Nanoarchaeota order incertae sedis	Nanohaloarchaea order incertae sedis	Negativicutes order incertae sedis	Nitrososphaeria order incertae sedis	Nitrospinae order incertae sedis	Nitrospira order incertae sedis	Nitrospirae order incertae sedis	Opitutae order incertae sedis	Phycisphaerae order incertae sedis	Planctomycetes order incertae sedis	Planctomycetia order incertae sedis	Proteobacteria order [Hydrogenophilales/Burkholderiales]	Proteobacteria order [Rhizobiales/Pseudomonadales]	Proteobacteria order [Rhodospirillales/Pseudomonadales]	Proteobacteria order [Sphingomonadales/Enterobacterales]	Proteobacteria order [Xanthomonadales/Sphingomonadales]	Proteobacteria order incertae sedis	Saprospiria order incertae sedis	Spartobacteria order incertae sedis	Sphingobacteriia order incertae sedis	Spirochaetes order incertae sedis	Spirochaetia order incertae sedis	Synergistetes order incertae sedis	Synergistia order incertae sedis	Tenericutes order incertae sedis	Thaumarchaeota order incertae sedis	Theionarchaea order incertae sedis	Thermoleophilia order incertae sedis	Thermomicrobia order incertae sedis	Thermoplasmata order incertae sedis	Tissierellia order incertae sedis	Unknown cellular organism order incertae sedis	Verrucomicrobia order incertae sedis	Verrucomicrobiae order incertae sedis	Zetaproteobacteria order incertae sedis	candidate division CPR3 order incertae sedis	candidate division NC10 order incertae sedis	candidate division WOR-3 order incertae sedis	candidate division WWE3 order incertae sedis	candidate division Zixibacteria order incertae sedis	unassigned
S01_Z00	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0013812934	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000222789	0.0000000000	0.0000000000	0.0000000000	0.0000222789	0.0002005103	0.0000000000	0.0000000000	0.0000000000	0.0006683678	0.0002450682	0.0000222789	0.0000000000	0.0000000000	0.0000000000	0.0192489925	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0121197360	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0150256406	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0011869169	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0702063911	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0002450682	0.0780133761	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0001002552	0.0000000000	0.0000000000	0.0000000000	0.0020496612	0.0053996299	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0030330568	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0975324718	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000779762	0.0008471000	0.0000000000	0.0000000000	0.0009579938	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0072295116	0.0000000000	0.0000000000	0.0000334184	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0002227893	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004232996	0.0310437539	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0903458690	0.0000000000	0.0147959913	0.0000000000	0.0000891157	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0001448130	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000222789	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0001336736	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0428250506	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0196388737	0.0000000000	0.0000000000	0.1019775353	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0016709195	0.0000000000	0.0000000000	0.0007415135	0.0000000000	0.0001782314	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0187201332	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004307259	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0026391270	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.3580870326
S01_Z01	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0045255351	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000173338	0.0000000000	0.0000000000	0.0000000000	0.0000433345	0.0002773409	0.0000000000	0.0000000000	0.0000000000	0.0003640099	0.0000866690	0.0000520014	0.0000000000	0.0000000000	0.0000000000	0.0132170268	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0119343252	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0206944663	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0011416187	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0575438372	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005546818	0.0594537781	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000346676	0.0000000000	0.0000000000	0.0000000000	0.0057239669	0.0051503081	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0029513022	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0975495998	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000606683	0.0001994340	0.0000000000	0.0000000000	0.0006066832	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0071848624	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0004877103	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0005607486	0.0309221916	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1311226169	0.0000000000	0.0138059366	0.0000000000	0.0000520014	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0003494548	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0001040028	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0002253395	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0363916230	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0112669737	0.0000000000	0.0000000000	0.0935685941	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0040214429	0.0000000000	0.0000000000	0.0006909670	0.0000000000	0.0004333451	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0139653969	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0011490489	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0051668020	0.0000173338	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.3663310187
